Time,Current (mA),Voltage (V),Power (W),Energy (kWh),Cost (BDT),Duration (min)
2025-08-02 06:15:15.154736,475.0,240.3,59.5,0.770974179966889,4.6258450798013335,490
2025-08-02 06:17:15.155440,475.0,240.3,59.5,0.7729575339930002,4.637745203958001,492
2025-08-02 06:18:15.156337,475.0,240.3,59.5,0.7739494282802224,4.643696569681334,493
2025-08-02 06:20:15.145280,475.0,240.3,59.5,0.7759325223078612,4.655595133847168,495
2025-08-02 06:21:15.157664,475.0,240.3,59.5,0.7769241686784168,4.661545012070501,496
2025-08-02 06:23:15.149252,475.0,240.3,59.5,0.778907401324528,4.673444407947168,498
2025-08-02 06:25:15.152727,475.0,240.3,59.5,0.780890873392028,4.685345240352168,500
2025-08-02 06:27:15.153605,576.0,240.3,72.2,0.7832975592719169,4.6997853556315015,502
2025-08-02 06:28:15.157507,576.0,240.3,72.2,0.7845009665099725,4.707005799059835,503
2025-08-02 06:30:15.147260,576.0,240.3,72.2,0.7869076865043614,4.721446119026169,505
2025-08-02 06:31:15.152901,576.0,240.3,72.2,0.7881110296448613,4.728666177869168,506
2025-08-02 06:32:15.153010,576.0,240.3,72.2,0.7893144601072503,4.735886760643502,507
2025-08-02 06:34:15.147625,576.0,240.3,72.2,0.7917208451136948,4.750325070682169,509
2025-08-02 06:35:15.149687,576.0,240.3,72.2,0.7929240006745837,4.757544004047502,510
2025-08-02 06:36:15.159039,576.0,240.3,72.2,0.7941276237705837,4.764765742623502,511
2025-08-02 06:38:15.147513,576.0,240.3,72.2,0.796534036894917,4.779204221369502,513
2025-08-02 06:39:15.152470,576.0,240.3,72.2,0.7977379282941391,4.786427569764835,514
2025-08-02 06:41:15.154141,576.0,240.3,72.2,0.8001444871621947,4.800866922973168,516
2025-08-02 06:43:15.148903,576.0,240.3,72.2,0.8025508298313613,4.815304978988168,518
2025-08-02 06:45:15.147711,576.0,240.3,72.2,0.8049576315521391,4.829745789312835,520
2025-08-02 06:46:15.156465,576.0,240.3,72.2,0.8061608582500835,4.836965149500501,521
2025-08-02 06:48:15.140969,576.0,240.3,72.2,0.8085694667357501,4.851416800414501,523
2025-08-02 06:49:15.165156,576.0,240.3,72.2,0.8097713250832501,4.858627950499501,524
2025-08-02 06:51:15.140821,576.0,240.3,72.2,0.8121774179805279,4.873064507883168,526
2025-08-02 06:52:15.149752,576.0,240.3,72.2,0.8133811094659723,4.880286656795834,527
2025-08-02 06:53:15.151208,576.0,240.3,72.2,0.8145840353105278,4.887504211863167,528
2025-08-02 06:54:15.155113,576.0,240.3,72.2,0.8157879349525834,4.894727609715501,529
2025-08-02 06:55:15.155932,576.0,240.3,72.2,0.8169909851616389,4.901945910969833,530
2025-08-02 06:56:15.159734,736.0,240.3,93.9,0.8185565150184723,4.911339090110833,531
2025-08-02 06:58:15.162746,736.0,240.3,93.9,0.8216861216557223,4.930116729934333,533
2025-08-02 07:00:15.156966,736.0,240.3,93.9,0.8248158524235557,4.948895114541334,535
2025-08-02 07:01:15.162900,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,536
2025-08-02 07:03:15.147950,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,538
2025-08-02 07:05:15.144225,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,540
2025-08-02 07:06:15.154398,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,541
2025-08-02 07:08:15.147046,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,543
2025-08-02 07:09:15.155480,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,544
2025-08-02 07:10:15.159493,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,545
2025-08-02 07:12:15.143440,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,547
2025-08-02 07:13:15.146876,0.0,239.8,0.0,0.8248158524235557,4.948895114541334,548
2025-08-02 07:15:15.154852,464.0,239.4,58.5,0.8257908800810557,4.954745280486335,550
2025-08-02 07:17:15.155242,464.0,239.4,58.5,0.8277410883085558,4.966446529851335,552
2025-08-02 07:18:15.157498,464.0,239.4,58.5,0.8287160382423058,4.972296229453835,553
2025-08-02 07:20:15.141278,464.0,239.4,58.5,0.8306655635310558,4.983993381186335,555
2025-08-02 07:21:15.149602,464.0,239.4,58.5,0.8316406418398058,4.9898438510388345,556
2025-08-02 07:23:15.147039,464.0,239.4,58.5,0.8335907659085557,5.001544595451335,558
2025-08-02 07:25:15.157465,464.0,239.4,58.5,0.8355409735023057,5.013245841013834,560
2025-08-02 07:27:15.141053,464.0,239.4,58.5,0.8374904945660557,5.024942967396335,562
2025-08-02 07:28:15.145015,464.0,239.4,58.5,0.8384655820560557,5.030793492336334,563
2025-08-02 07:29:15.153361,464.0,239.4,58.5,0.8394407837348057,5.036644702408834,564
2025-08-02 07:30:15.154415,464.0,239.4,58.5,0.8404157734648057,5.042494640788834,565
2025-08-02 07:32:15.142886,464.0,239.4,58.5,0.8423656959685557,5.054194175811334,567
2025-08-02 07:33:15.158599,464.0,239.4,58.5,0.8433410639660557,5.060046383796334,568
2025-08-02 07:35:15.163149,464.0,239.4,58.5,0.8452911574685557,5.071746944811334,570
2025-08-02 07:37:15.151686,464.0,239.4,58.5,0.8472409821148057,5.083445892688834,572
2025-08-02 07:39:15.152958,464.0,239.4,58.5,0.8491907940210557,5.095144764126334,574
2025-08-02 07:41:15.159437,464.0,239.4,58.5,0.8511408617998056,5.106845170798834,576
2025-08-02 07:43:15.149436,464.0,239.4,58.5,0.8530906444560556,5.118543866736334,578
2025-08-02 07:45:15.153483,464.0,239.4,58.5,0.8550407321410556,5.1302443928463335,580
2025-08-02 07:46:15.157128,464.0,239.4,58.5,0.8560162702598055,5.136097621558833,581
2025-08-02 07:48:15.139587,464.0,239.4,58.5,0.8579655097760556,5.147793058656333,583
2025-08-02 07:49:15.144956,464.0,239.4,58.5,0.8589408458910556,5.153645075346334,584
2025-08-02 07:51:15.152924,464.0,239.4,58.5,0.8608907525998055,5.165344515598833,586
2025-08-02 07:52:15.157161,464.0,239.4,58.5,0.8618660214235555,5.171196128541333,587
2025-08-02 07:54:15.143252,464.0,239.4,58.5,0.8638155671548056,5.182893402928833,589
2025-08-02 07:55:15.147045,464.0,239.4,58.5,0.8647906153035556,5.188743691821333,590
2025-08-02 07:56:15.153360,464.0,239.4,58.5,0.8657659837235556,5.194595902341334,591
2025-08-02 07:58:15.160118,464.0,239.4,58.5,0.8677160678985556,5.206296407391333,593
2025-08-02 08:00:15.141443,464.0,239.4,58.5,0.8696658518385556,5.217995111031334,595
2025-08-02 08:01:15.152675,464.0,239.4,58.5,0.8706410008998056,5.223846005398833,596
2025-08-02 08:02:15.156837,464.0,239.4,58.5,0.8716160808173056,5.229696484903833,597
2025-08-02 08:03:15.156872,464.0,239.4,58.5,0.8725911315010556,5.235546789006333,598
2025-08-02 08:05:15.152705,464.0,239.4,58.5,0.8745407170935556,5.247244302561334,600
2025-08-02 08:07:15.145903,464.0,239.4,58.5,0.8764906050498057,5.258943630298834,602
2025-08-02 08:08:15.150798,464.0,239.4,58.5,0.8774657433535556,5.264794460121334,603
2025-08-02 08:10:15.141094,464.0,239.4,58.5,0.8794154788685556,5.276492873211334,605
2025-08-02 08:11:15.157037,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,606
2025-08-02 08:13:15.153815,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,608
2025-08-02 08:15:15.142426,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,610
2025-08-02 08:16:15.146998,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,611
2025-08-02 08:17:15.149233,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,612
2025-08-02 08:19:15.148046,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,614
2025-08-02 08:21:15.159172,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,616
2025-08-02 08:23:15.157619,0.0,234.3,0.0,0.8794154788685556,5.276492873211334,618
2025-08-02 08:25:15.151920,446.0,233.0,59.1,0.8804004743375556,5.282402846025334,620
2025-08-02 08:27:15.163986,446.0,233.0,59.1,0.8823704780313056,5.294222868187834,622
2025-08-02 08:29:15.146636,446.0,233.0,59.1,0.8843405625114723,5.306043375068834,624
2025-08-02 08:30:15.152962,446.0,233.0,59.1,0.885325327260639,5.311951963563834,625
2025-08-02 08:31:15.154024,446.0,233.0,59.1,0.886310599071389,5.317863594428334,626
2025-08-02 08:33:15.151180,446.0,233.0,59.1,0.8882806032740557,5.329683619644334,628
2025-08-02 08:34:15.159214,446.0,233.0,59.1,0.889265605129139,5.335593630774834,629
2025-08-02 08:36:15.157050,446.0,233.0,59.1,0.8912356561849724,5.347413937109835,631
2025-08-02 08:38:15.162078,446.0,233.0,59.1,0.8932055591953056,5.359233355171834,633
2025-08-02 08:40:15.148518,446.0,233.0,59.1,0.8951753354033056,5.371052012419834,635
2025-08-02 08:41:15.158713,446.0,233.0,59.1,0.8961606042754723,5.3769636256528335,636
2025-08-02 08:43:15.154449,446.0,233.0,59.1,0.898130337406139,5.388782024436834,638
2025-08-02 08:44:15.155001,446.0,233.0,59.1,0.8991153673337223,5.394692204002334,639
2025-08-02 08:46:15.156927,446.0,233.0,59.1,0.9010855271171392,5.406513162702835,641
2025-08-02 08:48:15.149980,446.0,233.0,59.1,0.903055481117639,5.418332886705834,643
2025-08-02 08:50:15.147854,446.0,233.0,59.1,0.9050252789135558,5.430151673481335,645
2025-08-02 08:52:15.148444,446.0,233.0,59.1,0.9069953378493892,5.441972027096335,647
2025-08-02 08:53:15.151019,446.0,233.0,59.1,0.9079804135466392,5.447882481279835,648
2025-08-02 08:54:15.155943,446.0,233.0,59.1,0.9089656110883892,5.453793666530335,649
2025-08-02 08:56:15.151903,446.0,233.0,59.1,0.9109356493884724,5.465613896330835,651
2025-08-02 08:58:15.163414,446.0,233.0,59.1,0.9129057996830556,5.477434798098335,653
2025-08-02 09:00:15.144026,446.0,233.0,59.1,0.9148752288427224,5.489251373056335,655
2025-08-02 09:01:15.159296,446.0,233.0,59.1,0.9158603808282224,5.495162284969334,656
2025-08-02 09:03:15.147947,446.0,233.0,59.1,0.9178304747315558,5.506982848389335,658
2025-08-02 09:04:15.151481,446.0,233.0,59.1,0.9188153793343058,5.512892276005835,659
2025-08-02 09:06:15.155997,446.0,233.0,59.1,0.9207853297067224,5.524711978240335,661
2025-08-02 09:08:15.151504,446.0,233.0,59.1,0.9227553146198058,5.5365318877188345,663
2025-08-02 09:09:15.153308,446.0,233.0,59.1,0.9237405903377224,5.542443542026335,664
2025-08-02 09:10:15.154288,446.0,233.0,59.1,0.924725628818389,5.548353772910335,665
2025-08-02 09:12:15.150439,446.0,233.0,59.1,0.9266954759299724,5.560172855579834,667
2025-08-02 09:14:15.145163,446.0,233.0,59.1,0.9286656295735556,5.571993777441334,669
2025-08-02 09:15:15.159969,446.0,233.0,59.1,0.9296504473485556,5.577902684091335,670
2025-08-02 09:17:15.143170,446.0,233.0,59.1,0.9316203587149724,5.589722152289834,672
2025-08-02 09:18:15.163365,446.0,233.0,59.1,0.9326054824145558,5.595632894487334,673
2025-08-02 09:20:15.143069,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,675
2025-08-02 09:21:15.152918,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,676
2025-08-02 09:22:15.156991,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,677
2025-08-02 09:24:15.148471,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,679
2025-08-02 09:25:15.150599,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,680
2025-08-02 09:27:15.143298,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,682
2025-08-02 09:28:15.157186,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,683
2025-08-02 09:30:15.159467,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,685
2025-08-02 09:32:15.148976,0.0,233.0,0.0,0.9326054824145558,5.595632894487334,687
2025-08-02 09:33:15.163278,439.0,232.1,57.5,0.9335655337360836,5.601393202416501,688
2025-08-02 09:35:15.152216,439.0,232.1,57.5,0.9354808572985835,5.612885143791502,690
2025-08-02 09:36:15.159225,439.0,232.1,57.5,0.9364390844965004,5.618634506979001,691
2025-08-02 09:37:15.164612,439.0,232.1,57.5,0.9373973941270558,5.624384364762335,692
2025-08-02 09:39:15.151433,439.0,232.1,57.5,0.939313951352056,5.635883708112335,694
2025-08-02 09:40:15.155729,439.0,232.1,57.5,0.9402726558159448,5.641635934895668,695
2025-08-02 09:41:15.158493,439.0,232.1,57.5,0.9412310358999726,5.647386215399836,696
2025-08-02 09:43:15.153416,439.0,232.1,57.5,0.943147304874278,5.658883829245669,698
2025-08-02 09:45:15.160256,439.0,232.1,57.5,0.9450642500166392,5.670385500099836,700
2025-08-02 09:47:15.156245,439.0,232.1,57.5,0.946980605177056,5.681883631062336,702
2025-08-02 09:48:15.158154,439.0,232.1,57.5,0.9479391365978892,5.687634819587336,703
2025-08-02 09:50:15.145378,439.0,232.1,57.5,0.9498555229360838,5.699133137616503,705
2025-08-02 09:51:15.153139,439.0,232.1,57.5,0.9508141591506672,5.704884954904003,706
2025-08-02 09:52:15.156554,439.0,232.1,57.5,0.9517725584971948,5.7106353509831695,707
2025-08-02 09:54:15.148319,439.0,232.1,57.5,0.9536892111881672,5.722135267129002,709
2025-08-02 09:56:15.156710,439.0,232.1,57.5,0.9556056275221948,5.733633765133169,711
2025-08-02 09:58:15.147092,439.0,232.1,57.5,0.957522386444417,5.745134318666502,713
2025-08-02 09:59:15.149241,439.0,232.1,57.5,0.9584805884062224,5.750883530437335,714
2025-08-02 10:00:15.151136,439.0,232.1,57.5,0.9594388602624724,5.756633161574835,715
2025-08-02 10:02:15.154236,439.0,232.1,57.5,0.961355828500667,5.768134971004002,717
2025-08-02 10:04:15.154830,439.0,232.1,57.5,0.9632726052638616,5.779635631583169,719
2025-08-02 10:06:15.155156,439.0,232.1,57.5,0.9651890934090004,5.791134560454003,721
2025-08-02 10:07:15.163829,439.0,232.1,57.5,0.9661476051201116,5.796885630720669,722
2025-08-02 10:09:15.142943,439.0,232.1,57.5,0.9680639689534448,5.80838381372067,724
2025-08-02 10:10:15.146099,439.0,232.1,57.5,0.9690221269437228,5.814132761662336,725
2025-08-02 10:11:15.151781,439.0,232.1,57.5,0.969980590802056,5.8198835448123365,726
2025-08-02 10:13:15.146403,439.0,232.1,57.5,0.9718971463659448,5.83138287819567,728
2025-08-02 10:14:15.149475,439.0,232.1,57.5,0.9728557550923338,5.837134530554003,729
2025-08-02 10:15:15.155349,439.0,232.1,57.5,0.9738139814437228,5.842883888662336,730
2025-08-02 10:16:15.159167,439.0,232.1,57.5,0.9747725939235836,5.848635563541502,731
2025-08-02 10:18:15.150681,439.0,232.1,57.5,0.9766888701013616,5.860133220608169,733
2025-08-02 10:20:15.147872,439.0,232.1,57.5,0.9786055739034448,5.871633443420669,735
2025-08-02 10:21:15.148082,439.0,232.1,57.5,0.9795638533624726,5.877383120174835,736
2025-08-02 10:23:15.148183,439.0,232.1,57.5,0.9814808199555282,5.888884919733169,738
2025-08-02 10:24:15.152102,439.0,232.1,57.5,0.982438957389556,5.894633744337336,739
2025-08-02 10:26:15.160839,0.0,227.7,0.0,0.982438957389556,5.894633744337336,741
2025-08-02 10:28:15.143009,0.0,227.7,0.0,0.982438957389556,5.894633744337336,743
2025-08-02 10:29:15.149996,0.0,227.7,0.0,0.982438957389556,5.894633744337336,744
2025-08-02 10:30:15.153877,0.0,227.7,0.0,0.982438957389556,5.894633744337336,745
2025-08-02 10:32:15.149860,0.0,227.7,0.0,0.982438957389556,5.894633744337336,747
2025-08-02 10:34:15.157880,0.0,227.7,0.0,0.982438957389556,5.894633744337336,749
2025-08-02 10:36:15.162353,0.0,227.7,0.0,0.982438957389556,5.894633744337336,751
2025-08-02 10:38:15.158266,0.0,227.7,0.0,0.982438957389556,5.894633744337336,753
2025-08-02 10:39:15.158339,442.0,226.5,57.2,0.9833924710458892,5.900354826275335,754
2025-08-02 10:41:15.160805,442.0,226.5,57.2,0.985299151996667,5.911794911980001,756
2025-08-02 10:42:15.162061,442.0,226.5,57.2,0.9862522869731114,5.917513721838668,757
2025-08-02 10:44:15.155439,442.0,226.5,57.2,0.9881587799901114,5.928952679940668,759
2025-08-02 10:45:15.162199,442.0,226.5,57.2,0.989112504094778,5.934675024568668,760
2025-08-02 10:47:15.161899,442.0,226.5,57.2,0.9910192483310004,5.946115489986002,762
2025-08-02 10:49:15.154586,442.0,226.5,57.2,0.9929254371393336,5.957552622836002,764
2025-08-02 10:51:15.162688,442.0,226.5,57.2,0.9948325680952226,5.968995408571336,766
2025-08-02 10:53:15.152815,442.0,226.5,57.2,0.9967391675518892,5.980435005311335,768
2025-08-02 10:54:15.158848,442.0,226.5,57.2,0.9976923087408892,5.986153852445336,769
2025-08-02 10:56:15.147997,442.0,226.5,57.2,0.999598910596778,5.997593463580668,771
2025-08-02 10:58:15.149074,442.0,226.5,57.2,1.0015054328334447,6.009032597000669,773
2025-08-02 11:00:15.154261,442.0,226.5,57.2,1.0034124553953336,6.020474732372001,775
2025-08-02 11:01:15.157091,442.0,226.5,57.2,1.0043657009584448,6.026194205750668,776
2025-08-02 11:03:15.168357,442.0,226.5,57.2,1.0062726563103337,6.037635937862002,778
2025-08-02 11:05:15.152394,442.0,226.5,57.2,1.008178837444334,6.049073024666003,780
2025-08-02 11:06:15.154314,442.0,226.5,57.2,1.0091326325087784,6.05479579505267,781
2025-08-02 11:07:15.158675,442.0,226.5,57.2,1.0100858095748897,6.060514857449337,782
2025-08-02 11:09:15.141066,442.0,226.5,57.2,1.0119921947381116,6.07195316842867,784
2025-08-02 11:10:15.161442,442.0,226.5,57.2,1.0129456328110005,6.077673796866003,785
2025-08-02 11:12:15.151245,442.0,226.5,57.2,1.014852027952445,6.089112167714669,787
2025-08-02 11:13:15.153859,442.0,226.5,57.2,1.015805520857889,6.094833125147336,788
2025-08-02 11:15:15.159426,442.0,226.5,57.2,1.0177123943343338,6.106274366006003,790
2025-08-02 11:17:15.151237,442.0,226.5,57.2,1.0196190653704449,6.11771439222267,792
2025-08-02 11:18:15.158180,442.0,226.5,57.2,1.020572185220667,6.123433111324003,793
2025-08-02 11:20:15.143147,442.0,226.5,57.2,1.0224788693810003,6.134873216286001,795
2025-08-02 11:21:15.171461,442.0,226.5,57.2,1.0234326351940004,6.140595811164003,796
2025-08-02 11:23:15.151465,442.0,226.5,57.2,1.025339692552556,6.152038155315336,798
2025-08-02 11:24:15.156980,442.0,226.5,57.2,1.0262925602302226,6.157755361381335,799
2025-08-02 11:26:15.146833,442.0,226.5,57.2,1.0281988400024449,6.169193040014668,801
2025-08-02 11:27:15.166874,442.0,226.5,57.2,1.02915237665,6.174914259900001,802
2025-08-02 11:29:15.152368,442.0,226.5,57.2,1.0310589012541114,6.186353407524669,804
2025-08-02 11:30:15.160603,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,805
2025-08-02 11:32:15.148496,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,807
2025-08-02 11:33:15.153692,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,808
2025-08-02 11:35:15.147619,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,810
2025-08-02 11:37:15.147843,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,812
2025-08-02 11:38:15.150272,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,813
2025-08-02 11:40:15.156094,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,815
2025-08-02 11:42:15.162913,0.0,227.3,0.0,1.0310589012541114,6.186353407524669,817
2025-08-02 11:44:15.154496,466.0,226.1,57.9,1.0320231423781114,6.192138854268668,819
2025-08-02 11:46:15.155907,466.0,226.1,57.9,1.0339531912875282,6.2037191477251685,821
2025-08-02 11:47:15.156754,466.0,226.1,57.9,1.034918771525945,6.20951262915567,822
2025-08-02 11:49:15.153170,466.0,226.1,57.9,1.0368483083098616,6.22108984985917,824
2025-08-02 11:51:15.151324,466.0,226.1,57.9,1.0387784169527785,6.23267050171667,826
2025-08-02 11:52:15.160292,466.0,226.1,57.9,1.0397434769436116,6.23846086166167,827
2025-08-02 11:54:15.153859,466.0,226.1,57.9,1.0416733420687785,6.25004005241267,829
2025-08-02 11:55:15.154296,466.0,226.1,57.9,1.0426384165667784,6.25583049940067,830
2025-08-02 11:57:15.154068,466.0,226.1,57.9,1.0445685010525283,6.26741100631517,832
2025-08-02 11:59:15.144833,466.0,226.1,57.9,1.0464979366883616,6.278987620130169,834
2025-08-02 12:00:15.145221,466.0,226.1,57.9,1.0474629953603616,6.2847779721621695,835
2025-08-02 12:01:15.147475,466.0,226.1,57.9,1.048428064663445,6.29056838798067,836
2025-08-02 12:02:15.164196,466.0,226.1,57.9,1.0493936869276117,6.29636212156567,837
2025-08-02 12:04:15.150623,466.0,226.1,57.9,1.051323172791695,6.30793903675017,839
2025-08-02 12:05:15.158922,466.0,226.1,57.9,1.052288595509945,6.31373157305967,840
2025-08-02 12:07:15.151261,456.0,229.5,55.1,1.054124854252945,6.324749125517671,842
2025-08-02 12:09:15.144647,456.0,229.5,55.1,1.0559616508484728,6.335769905090837,844
2025-08-02 12:10:15.146451,456.0,229.5,55.1,1.0568800852903062,6.341280511741838,845
2025-08-02 12:11:15.147808,456.0,229.5,55.1,1.0577983878594728,6.346790327156837,846
2025-08-02 12:12:15.154906,456.0,229.5,55.1,1.058716601763556,6.352299610581337,847
2025-08-02 12:14:15.154978,456.0,229.5,55.1,1.060553336264445,6.36332001758667,849
2025-08-02 12:16:15.145689,456.0,229.5,55.1,1.062389801387556,6.374338808325337,851
2025-08-02 12:17:15.149253,456.0,229.5,55.1,1.0633082922303616,6.379849753382169,852
2025-08-02 12:19:15.152653,456.0,229.5,55.1,1.0651450270220562,6.390870162132337,854
2025-08-02 12:21:15.152885,456.0,229.5,55.1,1.0669816518127229,6.401889910876337,856
2025-08-02 12:23:15.152968,456.0,229.5,55.1,1.068818216942334,6.412909301654005,858
2025-08-02 12:24:15.155269,456.0,229.5,55.1,1.0697368008888342,6.418420805333005,859
2025-08-02 12:26:15.151932,456.0,229.5,55.1,1.071573572444473,6.429441434666838,861
2025-08-02 12:28:15.143192,456.0,229.5,55.1,1.073409975136223,6.440459850817337,863
2025-08-02 12:29:15.157365,456.0,229.5,55.1,1.074328482019251,6.445970892115504,864
2025-08-02 12:31:15.152051,456.0,229.5,55.1,1.076164829213056,6.456988975278337,866
2025-08-02 12:33:15.150221,456.0,229.5,55.1,1.078001591983306,6.468009551899836,868
2025-08-02 12:34:15.151802,456.0,229.5,55.1,1.078919738542945,6.47351843125767,869
2025-08-02 12:35:15.153209,456.0,229.5,55.1,1.0798384394545006,6.479030636727003,870
2025-08-02 12:37:15.148448,456.0,229.5,55.1,1.081674703141195,6.49004821884717,872
2025-08-02 12:39:15.144168,456.0,229.5,55.1,1.0835115122566672,6.501069073540004,874
2025-08-02 12:40:15.159470,456.0,229.5,55.1,1.0844303208887227,6.506581925332336,875
2025-08-02 12:42:15.159464,456.0,229.5,55.1,1.0862669338328894,6.5176016029973365,877
2025-08-02 12:44:15.161227,619.0,229.0,78.4,1.0888797408191118,6.533278444914671,879
2025-08-02 12:46:15.144769,619.0,229.0,78.4,1.0914933384040006,6.548960030424004,881
2025-08-02 12:47:15.158239,619.0,229.0,78.4,1.092799764905334,6.556798589432004,882
2025-08-02 12:49:15.155838,619.0,229.0,78.4,1.095413022016445,6.57247813209867,884
2025-08-02 12:50:15.160729,619.0,229.0,78.4,1.096720011168445,6.580320067010669,885
2025-08-02 12:52:15.153346,619.0,229.0,78.4,1.0993329866928894,6.595997920157336,887
2025-08-02 12:54:15.154723,619.0,229.0,78.4,1.101946355872445,6.611678135234669,889
2025-08-02 12:56:15.158264,619.0,229.0,78.4,1.104559753624445,6.62735852174667,891
2025-08-02 12:58:15.145786,619.0,229.0,78.4,1.1071728159333338,6.643036895600003,893
2025-08-02 12:59:15.153109,619.0,229.0,78.4,1.1084795607822229,6.650877364693336,894
2025-08-02 13:00:15.157159,619.0,229.0,78.4,1.1097863546093338,6.658718127656004,895
2025-08-02 13:01:15.163612,619.0,229.0,78.4,1.1110934973817783,6.66656098429067,896
2025-08-02 13:03:15.153821,0.0,229.5,0.0,1.1110934973817783,6.66656098429067,898
2025-08-02 13:05:15.158181,0.0,229.5,0.0,1.1110934973817783,6.66656098429067,900
2025-08-02 13:06:15.159116,0.0,229.5,0.0,1.1110934973817783,6.66656098429067,901
2025-08-02 13:08:15.148445,0.0,229.5,0.0,1.1110934973817783,6.66656098429067,903
2025-08-02 13:10:15.146758,0.0,229.5,0.0,1.1110934973817783,6.66656098429067,905
